,video_id,video_path,begin_frame,end_frame,captions,subject,predicate,object
65050,v_M6xFXdXOzzc,https://www.youtube.com/watch?v=M6xFXdXOzzc,17.78,92.01, Then the boy who's wearing the white shirt hits the shuttlecock and serves to the girl who's wearing the pink shirt and the game goes on and everyone keeps serving to each other and they all use different shuttlecocks.,game,is,serving
37530,v_Uot4XZns2b4,https://www.youtube.com/watch?v=Uot4XZns2b4,206.73,233.9, The man then puts tar under the top shingle.,shingle,is,top
43348,v_NiaE7amNW7s,https://www.youtube.com/watch?v=NiaE7amNW7s,89.25,92.1, A large group of photographers watch and take photographs of the gymnast.,photographers,take,photograph
45293,v_i5kuZ8zlhMg,https://www.youtube.com/watch?v=i5kuZ8zlhMg,135.03,176.66, The team members talk about the competition and how they fared in the sport.,team members,talk about,sport
80926,v_iL__89eDRzg,https://www.youtube.com/watch?v=iL__89eDRzg,20.11,86.27," After that, they take off in motion in the water connected by a cord to a speed boat.",boat,connect to,cord
64518,v_bw96D55q2FI,https://www.youtube.com/watch?v=bw96D55q2FI,60.59,100.34,"All of a sudden,the man walks through the subway and gets off his skateboard until he gets to his destination.",man,get off,skateboard
35780,v_Pf8eE_zup_k,https://www.youtube.com/watch?v=Pf8eE_zup_k,17.91,49.32," The woman puts beer and orange juice in a big glass, then she pours liquor in the small glass.",woman,put,orange juice
3383,v_i1llwxnI_Vo,https://www.youtube.com/watch?v=i1llwxnI_Vo,23.99,42.22,There are several people gathered on the street where live music is playing.,music,play in,street
32681,v_Wd8Kz1XRpdg,https://www.youtube.com/watch?v=Wd8Kz1XRpdg,0.0,61.66,The camera pans around several men drinking  a large container of alcohol and the camera panning back to the beginning.,container,is,3
80991,v_qK2iRSxxRQU,https://www.youtube.com/watch?v=qK2iRSxxRQU,104.09,180.97," They again break for solo performances, each dancer getting a moment to show off.",performers,break for,performances
66380,v_WjueR8K-nnI,https://www.youtube.com/watch?v=WjueR8K-nnI,71.11,106.05, Children bumps cars and ride around.,children,ride around,cars
1021,v_L2oaUDyzWPA,https://www.youtube.com/watch?v=L2oaUDyzWPA,23.02,42.36, We see another title screen and more arrows on numbers.,title screen,is,2
71283,v_7wBrvMGZROQ,https://www.youtube.com/watch?v=7wBrvMGZROQ,0.0,5.04,A man is working out on bars.,man,work out on,bars
33029,v_KvscV2XxyTE,https://www.youtube.com/watch?v=KvscV2XxyTE,0.0,16.51,Gymnast Micah Ross mounts the balance beam before a celebrated audience as the crowd cheers and shouts her name.,audience,is,celebrated
20765,v_Mgy7IRETxSk,https://www.youtube.com/watch?v=Mgy7IRETxSk,100.47,176.26, The ladies with flags moved their flags up and down and rotate them as the band plays.,ladies,with,flags
15076,v_uTVjevTM6V0,https://www.youtube.com/watch?v=uTVjevTM6V0,66.76,116.6," In the second round, the athlete with blue uniform rise successfully and kiss the bar of the weight, also the other athletes are successful.",athlete,kiss,bar
43583,v_cmzEDurFcwI,https://www.youtube.com/watch?v=cmzEDurFcwI,43.66,116.04,"  The man speaks again, next to the table game, until the camera pans away again to the men playing air hockey until the scene fades to an elaborate Gold Standard Games marketing graphic.",man,speak next to,table game
23535,v_wBODR3P39Nw,https://www.youtube.com/watch?v=wBODR3P39Nw,13.5,31.72, The goalie is shown falling to the ground while making a save.,goalie,fall to,ground
2534,v_lroya8XhuPs,https://www.youtube.com/watch?v=lroya8XhuPs,170.55,188.45, woman is sin front of the net talking to the camera.,woman,in front of,net
63147,v_jXZ6WVxXgLA,https://www.youtube.com/watch?v=jXZ6WVxXgLA,2.07,7.49, He spins the broom in circles around him.,broom,spin around,man
52613,v_BKRKHkkZq6g,https://www.youtube.com/watch?v=BKRKHkkZq6g,16.96,36.84, The man wearing the black shirt drops the ball on the floor and crouches down and high fives the man performing the sit-ups.,man,drop,ball
12852,v_jFp6ld_IGuY,https://www.youtube.com/watch?v=jFp6ld_IGuY,6.32,11.6," Other men competes wrestling, and one man jumps and land on the border of a wrestling ring.",men,compete in,wrestling
34601,v_zdaD55zVNdQ,https://www.youtube.com/watch?v=zdaD55zVNdQ,0.26,51.07,"A man throws a hammer throw in a judged sports performance, outside, on a grass covered field with a group of onlookers on the side lines.",field,is,outside
75805,v_UwZbkuVsPno,https://www.youtube.com/watch?v=UwZbkuVsPno,27.69,57.68," They start doing layups, then stand talking to the camera again.",people,stand,to
28187,v_9N1525JmqZQ,https://www.youtube.com/watch?v=9N1525JmqZQ,3.61,51.21,A close up of a fireplace is seen with the camera moving around the front.,camera,move around,fireplace
47142,v_4KgCkxpsN2g,https://www.youtube.com/watch?v=4KgCkxpsN2g,56.3,139.32, Rafters are going down a rough hill and hitting the rocks.,rafters,hit,rocks
56223,v_bnkO0slLSyw,https://www.youtube.com/watch?v=bnkO0slLSyw,0.0,23.26,A woman talks to the camera while a man stands beside her.,man,stand beside,woman
28524,v_8KxL1itwI3Q,https://www.youtube.com/watch?v=8KxL1itwI3Q,107.66,117.1,"On the counter,appears several more rows of rapping paper and tubes.",paper,is,rapping
19373,v_hKE7vI--XGU,https://www.youtube.com/watch?v=hKE7vI--XGU,25.34,29.99, A woman presents a band on stage for a performance.,band,on,stage
28518,v_8KxL1itwI3Q,https://www.youtube.com/watch?v=8KxL1itwI3Q,28.33,60.44,The box is then placed on top of the counter and wrapping paper is put on both ends to about six inches up the box.,paper,is,up
74189,v_BCC6fxrmA9M,https://www.youtube.com/watch?v=BCC6fxrmA9M,4.11,98.19,"Three men are interviewed, one of whom plays the piano and sings for the interviewer and his camera crew in a narrow hallway.",camera crew,in,hallway
43893,v_2jHMUtvWP_0,https://www.youtube.com/watch?v=2jHMUtvWP_0,13.2,23.36, The camera pans over the skylight and finishes by looking behind the area.,camera,look behind,area
65354,v_E7rhlhVA0SY,https://www.youtube.com/watch?v=E7rhlhVA0SY,71.37,117.01, The lady puts a dome in a chocolate dome and puts a crispies circle on it.,lady,put,circle
73825,v_iqe_HmjojQ8,https://www.youtube.com/watch?v=iqe_HmjojQ8,5.58,8.59,  The player then comes back to the first base and puts his foot on it.,player,come back to,first base
35307,v_9tks__Y0mqI,https://www.youtube.com/watch?v=9tks__Y0mqI,75.76,164.83, The lady hands the ice cream to the lady next to her and feed the baby something else.,lady,is,next to
17843,v_OgaurUPiWYI,https://www.youtube.com/watch?v=OgaurUPiWYI,0.0,42.67,"Four bikers at the start of the line are wearing different colors of uniforms and helmets, they are about to get start the race.",bikers,wear,uniforms
59370,v_2Mj26IwwEiY,https://www.youtube.com/watch?v=2Mj26IwwEiY,169.91,186.8, He shows how to apply primer to prep the wall for painting.,wall,prep for,paint
11537,v_ZgVmS-AhYgA,https://www.youtube.com/watch?v=ZgVmS-AhYgA,132.88,140.52, The rafters enjoy an outdoor lunch at a beach house.,rafters,is,outdoor
21335,v_30y8Uy0B_uk,https://www.youtube.com/watch?v=30y8Uy0B_uk,25.04,45.76, He begins climbing up the wall and talking about keeping straight arms.,man,talk about,arms
42136,v_Jj7Xcisw62E,https://www.youtube.com/watch?v=Jj7Xcisw62E,80.27,99.72,As John Cena continues to celebrate the other guy begins talking trash and John Cena looks at him then talks back to the crowd.,guy,is,celebrating
26927,v_YK5n3YTf8pI,https://www.youtube.com/watch?v=YK5n3YTf8pI,0.0,11.43,A group of photographers take pictures as a weight lifter shows up on stage and prepares his hands.,weight lifter,prepare,hands
70493,v_kB0h-fHb_WU,https://www.youtube.com/watch?v=kB0h-fHb_WU,5.16,26.47, The guy hops and flips on a trampoline.,guy,flip on,trampoline
80917,v_1tRTSOnylOs,https://www.youtube.com/watch?v=1tRTSOnylOs,5.51,15.84," He swings the cape and runs near other men, teasing the bull into chasing him.",man,swing,cape
43113,v_bz62JE0qMSk,https://www.youtube.com/watch?v=bz62JE0qMSk,24.04,59.63, kid is running inside a roofed basket court.,kid,run inside,court
50997,v_jafEh82XETQ,https://www.youtube.com/watch?v=jafEh82XETQ,21.2,26.23, Then he takes a little butter and bologna in a frying pan and fries it.,bologna,fry in,frying pan
31053,v_Lh-cI4M0dNw,https://www.youtube.com/watch?v=Lh-cI4M0dNw,12.25,51.06, The man then ties up the calf and climbs up on the horse and others step into the ring.,man,climb up,horse
71796,v_JQ3mObvro1s,https://www.youtube.com/watch?v=JQ3mObvro1s,30.28,63.59, The woman is now standing behind a table and is putting crumpled up papers into a running shoe and stuffing it as much as she can.,woman,put,papers
2644,v_43j1BAyP6Q0,https://www.youtube.com/watch?v=43j1BAyP6Q0,0.9,105.64,"  An Amazon page showing an exercise machine alone is shown, followed by another image of a Amazon page showing a woman using an exercise  machine along with a price and information about the equipment.",equipment,is,equipment
25387,v_RUv9YPd_0Zc,https://www.youtube.com/watch?v=RUv9YPd_0Zc,35.78,54.72, The video displays several different parts of the car that is being worked on.,car,have,parts
54097,v_lXTcGMN9I8g,https://www.youtube.com/watch?v=lXTcGMN9I8g,23.05,29.75, The gets off the rope and walks on the mats off the floor and towards his group.,man,get off,rope
40953,v_3HUvtWSu4mA,https://www.youtube.com/watch?v=3HUvtWSu4mA,37.46,121.6, More shots of her clipping the cat are shown and at one point he moves and she grabs him by the neck.,man,move at,point
57484,v_aiTAx3oo97U,https://www.youtube.com/watch?v=aiTAx3oo97U,3.02,24.2, The man begins to walk on the stepper.,man,walk on,stepper
34370,v_9voJIuym_f8,https://www.youtube.com/watch?v=9voJIuym_f8,0.0,4.47,There are two brown hot dog dogs standing at a gate that's at the end of a staircase.,hot dog,stand at,gate
68915,v_4l8r_wBuJ6Y,https://www.youtube.com/watch?v=4l8r_wBuJ6Y,13.58,14.98, A person is seen looking out one of the windows.,person,look out,window
60285,v_CLbEvGHmK8k,https://www.youtube.com/watch?v=CLbEvGHmK8k,7.0,85.77,A group of people perform simple step aerobics out on a sunny day.,people,perform,aerobics
23618,v_L61yQxW8HVE,https://www.youtube.com/watch?v=L61yQxW8HVE,24.85,56.57," The woman stops playing and resumes talking and using a lot of hand motioning, then resumes playing.",woman,resume,talk
42366,v_tSUzEX6ps0s,https://www.youtube.com/watch?v=tSUzEX6ps0s,41.2,63.12,"As he waits,he begins talking to his friend and checking the cookies.",man,talk to,friend
37363,v_xlCOq0ryx-Y,https://www.youtube.com/watch?v=xlCOq0ryx-Y,127.46,132.88, The man on guitar on the right takes his cigarette out of his mouth and puts it down.,man,on,guitar
17719,v_ki2kGFwczMg,https://www.youtube.com/watch?v=ki2kGFwczMg,43.17,56.51, He gets up and raises his hands up high in victory.,hands,is,high
41137,v_e1tC-0BSwV4,https://www.youtube.com/watch?v=e1tC-0BSwV4,10.93,45.01, She mixes ingredients into a container and pours out more water.,water,pour out,water
69109,v_ti3EHJLR2mU,https://www.youtube.com/watch?v=ti3EHJLR2mU,28.0,52.89, A lady with blond hair wearing a maroon tank top is demonstrating how to boil water to make bow-tie pasta.,lady,demonstrate,make bowtie pasta
75128,v_d4prmED8v-w,https://www.youtube.com/watch?v=d4prmED8v-w,0.0,6.33,A pole vaulter runs up and launches himself over the bar.,pole vaulter,launch,bar
29950,v_MIAhrxkYadk,https://www.youtube.com/watch?v=MIAhrxkYadk,154.04,155.6, A closeup of hair on the floor is shown.,hair,on,floor
48557,v_dsCJ4xdRq-Q,https://www.youtube.com/watch?v=dsCJ4xdRq-Q,0.0,5.63,A group of four boys are at a table.,boys,at,table
65212,v_rbnlUn4UNSk,https://www.youtube.com/watch?v=rbnlUn4UNSk,33.94,199.62, The men start to share a breather.,men,start,share
53698,v_a7QrIgqkyao,https://www.youtube.com/watch?v=a7QrIgqkyao,63.18,148.02," The woman chooses a design, carving it into the pumpkin.",woman,choose,design
56726,v_iH659QSrcDc,https://www.youtube.com/watch?v=iH659QSrcDc,19.31,23.41, Credits are seen for the video with a website.,website,is,for
14037,v_nv22QK8brp4,https://www.youtube.com/watch?v=nv22QK8brp4,81.85,88.43, A couple of people on a kayak are flipped over and fall into the river.,people,fall into,river
72112,v_J959vSGFedM,https://www.youtube.com/watch?v=J959vSGFedM,0.0,2.68,A man is lying on his back on a tile floor.,floor,is,tile
7692,v_EX3szlLBdFM,https://www.youtube.com/watch?v=EX3szlLBdFM,0.0,43.63,A person is seen moving along a large court followed by other people moving around beside him.,person,move along,court
41583,v_IKrnz_OzqT8,https://www.youtube.com/watch?v=IKrnz_OzqT8,0.0,84.44,A man watches a performance on tv while playing a set of hand drums at home.,man,at,home
44244,v_KWeZbXoX8Ys,https://www.youtube.com/watch?v=KWeZbXoX8Ys,1.47,2.59,There is a very tall and steep slide running through some trees in a large open ground.,ground,is,large
68497,v_USoYnMSrWv0,https://www.youtube.com/watch?v=USoYnMSrWv0,24.4,27.88, The girl on the other side tries to stop her.,girl,on side of,girl
12637,v_G4O_Ar7EO4Y,https://www.youtube.com/watch?v=G4O_Ar7EO4Y,14.01,29.57,"A man is now standing in a circle on the field and he's holding a ball and the banner display on the screen indicates his name is Krisztian PARS and that he's about to do a Hammer Throw M as he swings the ball that is attached to the rope, swings his body and then lets the rope go as it flies very far on the field.",banner,is,3
15223,v_pHAIrx_cRFU,https://www.youtube.com/watch?v=pHAIrx_cRFU,71.18,74.81,  The person puts on a third belt.,belt,is,third
52927,v_vwaQwo_5X-k,https://www.youtube.com/watch?v=vwaQwo_5X-k,0.0,3.83,We see a man break dancing in an office plaza.,man,break dance in,office plaza
80485,v_A8q6beSMpEE,https://www.youtube.com/watch?v=A8q6beSMpEE,52.75,57.99, The man finishes and rolls the window down to wipe it some more.,man,roll down,window
35493,v_5MJmwr1cmnU,https://www.youtube.com/watch?v=5MJmwr1cmnU,3.11,71.47,A large wave is seen moving on the water followed by several people carrying surf boards and surfing along the water.,people,surf along,water
45391,v_9A0BwCxAKAg,https://www.youtube.com/watch?v=9A0BwCxAKAg,34.64,205.54, He streaks the window with cleaner and shows several methods on how to use a wiper properly.,wiper,is,4
7412,v_7pcnWE7jpQY,https://www.youtube.com/watch?v=7pcnWE7jpQY,6.87,58.39,  The first few attempts are good.,attempts,is,good
55283,v_qp3OfC0dCOs,https://www.youtube.com/watch?v=qp3OfC0dCOs,96.89,138.42, They continue to play and one of the little boys gets it in his net and trows it and when it lands they both go after it again.,go after,plane,
6603,v_Alv7N6Ynm1Y,https://www.youtube.com/watch?v=Alv7N6Ynm1Y,0.0,30.65,A group of people have gathered on a stage.,people,gather on,stage
246,v__zHSfEhEqkU,https://www.youtube.com/watch?v=_zHSfEhEqkU,55.39,194.35, The man continues riding around followed by performing several ways to turn the canoe around.,man,perform,turn
65865,v_m-BZKFg9k18,https://www.youtube.com/watch?v=m-BZKFg9k18,38.92,40.33, The lady steps off of her step in front of it and looks at the camera.,lady,step off of,step
54864,v_4M4MXPP9oRY,https://www.youtube.com/watch?v=4M4MXPP9oRY,22.66,51.67,There are several people gathered to watch a competitive game of water polo on a sunny day.,water polo,play on,day
6082,v_P6t2HLPZ3Dk,https://www.youtube.com/watch?v=P6t2HLPZ3Dk,24.22,48.44,More bowlers are shown and they begin falling onto the lanes as the attempt to throw the ball.,bowlers,is,more
40280,v_a-6lVnhqU4w,https://www.youtube.com/watch?v=a-6lVnhqU4w,84.66,103.76, The young woman puts her tablet down after trying to video the game and looks off into the distance at the people on the track.,woman,put down,tablet
8233,v_NKNgAE07TIQ,https://www.youtube.com/watch?v=NKNgAE07TIQ,144.71,169.25, He gives information about his Facebook page and other details.,man,give,page
46679,v_aEopPs2eY-Q,https://www.youtube.com/watch?v=aEopPs2eY-Q,33.78,86.1, Ashley comes out getting dressed in her motor cross gear and slowly walks her bike out.,gear,is,motor cross
3010,v_0QyHaXliXKs,https://www.youtube.com/watch?v=0QyHaXliXKs,0.79,61.05,A large group of people are seen holding up flags and walking in a circle while many others watch on the sides.,others,watch on,sides
51437,v_EcQ7DcVefdw,https://www.youtube.com/watch?v=EcQ7DcVefdw,46.99,93.22, A man in a red shirt is being interviewed while it shows others at the event on the split screen.,screen,show,others
35294,v_SHzmpIt0Euw,https://www.youtube.com/watch?v=SHzmpIt0Euw,43.92,50.19,  Then he places materials underneath the carpet underlay.,materials,under,carpet underlay
